
('Total Revenue', '254,190,000.00', '245,122,000.00', '211,915,000.00', '198,270,000.00', '168,088,000.00')
         742932 function calls (722320 primitive calls) in 4.156 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     2655    0.001    0.000    0.001    0.000 __init__.py:453(set_up_substitutions)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
     3083    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.001    0.001    0.001    0.001 {method '_wrap_socket' of '_ssl._SSLContext' objects}
      477    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        1    0.000    0.000    0.001    0.001 models.py:351(prepare)
  628/570    0.001    0.000    0.001    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.001    0.001 request.py:935(AbstractBasicAuthHandler)
      582    0.001    0.000    0.001    0.000 typing.py:1134(_is_dunder)
      253    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:74(__new__)
      273    0.000    0.000    0.001    0.000 css_parser.py:334(match)
      159    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:699(_validate_timestamp_pyc)
        1    0.000    0.000    0.001    0.001 mimetypes.py:1(<module>)
      499    0.000    0.000    0.001    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.001    0.001 status_codes.py:1(<module>)
        1    0.000    0.000    0.001    0.001 error.py:1(<module>)
        1    0.000    0.000    0.001    0.001 encoder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 errors.py:1(<module>)
      111    0.000    0.000    0.001    0.000 typing.py:723(<genexpr>)
      812    0.000    0.000    0.001    0.000 element.py:1543(get)
     2510    0.001    0.000    0.001    0.000 parser.py:127(clear_cdata_mode)
      174    0.000    0.000    0.001    0.000 _parser.py:86(opengroup)
        1    0.000    0.000    0.001    0.001 status_codes.py:109(_init)
     2545    0.001    0.000    0.001    0.000 {method 'keys' of 'dict' objects}
       31    0.000    0.000    0.001    0.000 ipaddress.py:1286(__init__)
        1    0.000    0.000    0.001    0.001 timeout.py:1(<module>)
        2    0.000    0.000    0.001    0.000 util.py:1(<module>)
     1408    0.001    0.000    0.001    0.000 {method 'rpartition' of 'str' objects}
      209    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:982(find_spec)
       73    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
      192    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1128(find_spec)
       50    0.000    0.000    0.001    0.000 ipaddress.py:1920(__init__)
       85    0.000    0.000    0.001    0.000 typing.py:1454(<genexpr>)
     2511    0.001    0.000    0.001    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.001    0.001 _meta.py:8(PackageMetadata)
  211/177    0.001    0.000    0.001    0.000 _compiler.py:436(_get_literal_prefix)
        1    0.000    0.000    0.001    0.001 cookiejar.py:1246(CookieJar)
       20    0.000    0.000    0.001    0.000 <frozen zipimport>:64(__init__)
        2    0.000    0.000    0.001    0.000 adapters.py:446(get_connection_with_tls_context)
       22    0.000    0.000    0.001    0.000 ipaddress.py:1187(_ip_int_from_string)
     2654    0.001    0.000    0.001    0.000 _markupbase.py:36(getpos)
      725    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.001    0.001 base64.py:1(<module>)
       43    0.000    0.000    0.001    0.000 enum.py:390(__setitem__)
        1    0.000    0.000    0.001    0.001 encoders.py:1(<module>)
        1    0.000    0.000    0.001    0.001 connection.py:114(_has_ipv6)
        1    0.000    0.000    0.001    0.001 response.py:910(read)
      209    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:445(cb)
        7    0.000    0.000    0.001    0.000 typing.py:1822(__new__)
        1    0.000    0.000    0.001    0.001 response.py:540(HTTPResponse)
       20    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1567(__init__)
       49    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
     1754    0.001    0.000    0.001    0.000 {method 'isupper' of 'str' objects}
        3    0.000    0.000    0.001    0.000 utils.py:765(should_bypass_proxies)
       10    0.000    0.000    0.001    0.000 structures.py:40(__init__)
        6    0.000    0.000    0.001    0.000 cookies.py:124(extract_cookies_to_jar)
        2    0.000    0.000    0.001    0.000 utils.py:826(get_environ_proxies)
       43    0.000    0.000    0.001    0.000 response.py:1120(_update_chunk_length)
        2    0.000    0.000    0.001    0.000 response.py:858(_raw_read)
       13    0.000    0.000    0.001    0.000 <frozen _collections_abc>:974(update)
       34    0.000    0.000    0.001    0.000 ipaddress.py:1651(_ip_int_from_string)
        2    0.000    0.000    0.001    0.000 adapters.py:359(build_response)
      439    0.000    0.000    0.001    0.000 socket.py:89(<lambda>)
      209    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:232(__init__)
        2    0.000    0.000    0.001    0.000 poolmanager.py:276(connection_from_host)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:1(<module>)
        1    0.000    0.000    0.001    0.001 socks.py:1(<module>)
        1    0.000    0.000    0.001    0.001 message.py:135(Message)
        1    0.000    0.000    0.001    0.001 sessions.py:302(rebuild_proxies)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      253    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:82(remove)
      636    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
      801    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1226(__exit__)
      318    0.000    0.000    0.001    0.000 enum.py:79(_is_private)
        2    0.000    0.000    0.001    0.000 poolmanager.py:305(connection_from_context)
       12    0.000    0.000    0.001    0.000 enum.py:1414(_missing_)
      737    0.000    0.000    0.001    0.000 _parser.py:83(groups)
      209    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:599(__init__)
        1    0.000    0.000    0.001    0.001 typing.py:2815(NamedTuple)
        1    0.000    0.000    0.001    0.001 utils.py:864(resolve_proxies)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        3    0.000    0.000    0.001    0.000 url.py:369(parse_url)
        1    0.000    0.000    0.001    0.001 traceback.py:1(<module>)
        1    0.000    0.000    0.001    0.001 csv.py:1(<module>)
        1    0.000    0.000    0.001    0.001 _html5lib.py:1(<module>)
        5    0.000    0.000    0.001    0.000 request.py:2505(getproxies_environment)
        2    0.000    0.000    0.001    0.000 connectionpool.py:258(_get_conn)
       88    0.000    0.000    0.001    0.000 ipaddress.py:1213(_parse_octet)
        9    0.000    0.000    0.001    0.000 __init__.py:2149(getLogger)
      801    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:1222(__enter__)
        1    0.000    0.000    0.001    0.001 models.py:409(prepare_url)
      188    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:185(_path_abspath)
      191    0.001    0.000    0.001    0.000 _parser.py:953(fix_flags)
     1263    0.001    0.000    0.001    0.000 {built-in method _imp.acquire_lock}
      191    0.000    0.000    0.001    0.000 _parser.py:231(__init__)
        1    0.000    0.000    0.001    0.001 _text.py:1(<module>)
        2    0.000    0.000    0.001    0.000 feedparser.py:137(__init__)
      209    0.001    0.000    0.001    0.000 {built-in method _imp.is_builtin}
      437    0.000    0.000    0.001    0.000 socket.py:79(<lambda>)
       25    0.000    0.000    0.001    0.000 parse.py:374(urlparse)
    71/40    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:330(connection_from_pool_key)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
     1670    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        9    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
      253    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
      253    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        1    0.000    0.000    0.000    0.000 element.py:115(ContentMetaAttributeValue)
        2    0.000    0.000    0.000    0.000 feedparser.py:469(_parse_headers)
        6    0.000    0.000    0.000    0.000 enum.py:513(__prepare__)
        1    0.000    0.000    0.000    0.000 __init__.py:60(Sectioned)
    71/40    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       33    0.000    0.000    0.000    0.000 typing.py:345(_remove_dups_flatten)
        2    0.000    0.000    0.000    0.000 client.py:1320(endheaders)
        1    0.000    0.000    0.000    0.000 textwrap.py:419(dedent)
        1    0.000    0.000    0.000    0.000 models.py:244(CharsetMatches)
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
      299    0.000    0.000    0.000    0.000 enum.py:38(_is_descriptor)
        2    0.000    0.000    0.000    0.000 client.py:1082(_send_output)
        1    0.000    0.000    0.000    0.000 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:671(_BaseNetwork)
        5    0.000    0.000    0.000    0.000 url.py:227(_encode_invalid_chars)
     1263    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
      188    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:180(_path_isabs)
        2    0.000    0.000    0.000    0.000 client.py:1027(send)
        4    0.000    0.000    0.000    0.000 feedparser.py:100(push)
       57    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        7    0.000    0.000    0.000    0.000 contextlib.py:272(contextmanager)
      270    0.000    0.000    0.000    0.000 types.py:192(__init__)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sessions.py:390(__init__)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1680(extract_cookies)
        1    0.000    0.000    0.000    0.000 sessions.py:750(merge_environment_settings)
      267    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        2    0.000    0.000    0.000    0.000 _collections.py:242(__init__)
      412    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       73    0.000    0.000    0.000    0.000 _parser.py:274(getuntil)
        2    0.000    0.000    0.000    0.000 response.py:801(_fp_read)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        2    0.000    0.000    0.000    0.000 connection.py:331(putrequest)
        3    0.000    0.000    0.000    0.000 request.py:2542(proxy_bypass_environment)
        1    0.000    0.000    0.000    0.000 _adapters.py:19(Message)
        1    0.000    0.000    0.000    0.000 poolmanager.py:229(_new_pool)
        2    0.000    0.000    0.000    0.000 ssl.py:1200(sendall)
        2    0.000    0.000    0.000    0.000 client.py:463(read)
        7    0.000    0.000    0.000    0.000 sessions.py:61(merge_setting)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 connectionpool.py:982(__init__)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
       10    0.000    0.000    0.000    0.000 _text.py:79(__hash__)
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
      347    0.000    0.000    0.000    0.000 enum.py:48(_is_dunder)
        1    0.000    0.000    0.000    0.000 connectionpool.py:177(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:52(__init__)
       69    0.000    0.000    0.000    0.000 status_codes.py:122(<genexpr>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
      210    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
      192    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
      327    0.000    0.000    0.000    0.000 socket.py:732(readable)
        2    0.000    0.000    0.000    0.000 client.py:1136(putrequest)
       10    0.000    0.000    0.000    0.000 _functools.py:75(wrapper)
      161    0.000    0.000    0.000    0.000 enum.py:202(__get__)
  134/132    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      382    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
      222    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.000    0.000 abc.py:41(_register)
       10    0.000    0.000    0.000    0.000 connection.py:351(putheader)
        1    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        1    0.000    0.000    0.000    0.000 auth.py:1(<module>)
        2    0.000    0.000    0.000    0.000 ssl.py:1173(send)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 _collections.py:337(extend)
       90    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
       43    0.000    0.000    0.000    0.000 typing.py:1178(__getattr__)
        2    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
       55    0.000    0.000    0.000    0.000 __init__.py:255(escape)
       68    0.000    0.000    0.000    0.000 status_codes.py:116(doc)
      256    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        8    0.000    0.000    0.000    0.000 cookies.py:35(__init__)
      450    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
       16    0.000    0.000    0.000    0.000 message.py:494(get)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
      332    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
        1    0.000    0.000    0.000    0.000 connection.py:15(is_connection_dropped)
        1    0.000    0.000    0.000    0.000 element.py:1987(find)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 connection.py:299(is_connected)
      512    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:199(split)
      329    0.000    0.000    0.000    0.000 {method '__exit__' of 'memoryview' objects}
        8    0.000    0.000    0.000    0.000 message.py:596(get_content_type)
      503    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
      210    0.000    0.000    0.000    0.000 <frozen os>:703(__iter__)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        3    0.000    0.000    0.000    0.000 typing.py:1047(_generic_class_getitem)
        1    0.000    0.000    0.000    0.000 _collections.py:206(HTTPHeaderDict)
       38    0.000    0.000    0.000    0.000 typing.py:1557(<genexpr>)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
       56    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
        7    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
      318    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
      160    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1573(<genexpr>)
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
        1    0.000    0.000    0.000    0.000 wait.py:113(wait_for_read)
      506    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        1    0.000    0.000    0.000    0.000 stringprep.py:1(<module>)
      209    0.000    0.000    0.000    0.000 _virtualenv.py:52(find_spec)
        1    0.000    0.000    0.000    0.000 wait.py:95(wait_for_socket)
        9    0.000    0.000    0.000    0.000 __init__.py:1497(__init__)
        1    0.000    0.000    0.000    0.000 sessions.py:282(rebuild_auth)
       23    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
      952    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
       52    0.000    0.000    0.000    0.000 _policybase.py:319(header_fetch_parse)
        6    0.000    0.000    0.000    0.000 contextlib.py:141(__exit__)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
       13    0.000    0.000    0.000    0.000 typing.py:1096(_generic_init_subclass)
       12    0.000    0.000    0.000    0.000 queue.py:122(put)
    85/64    0.000    0.000    0.000    0.000 typing.py:1258(__hash__)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
       13    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 response.py:573(__init__)
        2    0.000    0.000    0.000    0.000 models.py:610(prepare_cookies)
       26    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
       12    0.000    0.000    0.000    0.000 message.py:529(get_all)
        1    0.000    0.000    0.000    0.000 hmac.py:1(<module>)
       54    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        1    0.000    0.000    0.000    0.000 weakref.py:104(__init__)
       10    0.000    0.000    0.000    0.000 client.py:1292(putheader)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        2    0.000    0.000    0.000    0.000 cookies.py:140(get_cookie_header)
       40    0.000    0.000    0.000    0.000 _policybase.py:301(header_source_parse)
      654    0.000    0.000    0.000    0.000 ssl.py:1083(_checkClosed)
        1    0.000    0.000    0.000    0.000 structures.py:1(<module>)
       55    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 adapters.py:546(request_url)
        4    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
      212    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       52    0.000    0.000    0.000    0.000 _policybase.py:289(_sanitize_header)
      265    0.000    0.000    0.000    0.000 typing.py:1252(__eq__)
        5    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
        6    0.000    0.000    0.000    0.000 enum.py:986(_find_data_repr_)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       33    0.000    0.000    0.000    0.000 typing.py:317(_deduplicate)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 response.py:446(_init_decoder)
        1    0.000    0.000    0.000    0.000 __init__.py:365(Distribution)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
       26    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
      172    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 {method 'poll' of 'select.poll' objects}
       20    0.000    0.000    0.000    0.000 parse.py:164(hostname)
        5    0.000    0.000    0.000    0.000 {method 'write' of '_io.StringIO' objects}
      191    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
      213    0.000    0.000    0.000    0.000 <frozen os>:766(decode)
       48    0.000    0.000    0.000    0.000 feedparser.py:127(__next__)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
        6    0.000    0.000    0.000    0.000 response.py:735(_error_catcher)
       97    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 cp1252.py:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:45(NoBoundaryInMultipartDefect)
      176    0.000    0.000    0.000    0.000 typing.py:1565(__eq__)
       73    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
        7    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        3    0.000    0.000    0.000    0.000 structures.py:76(copy)
        1    0.000    0.000    0.000    0.000 sessions.py:454(__exit__)
      253    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        2    0.000    0.000    0.000    0.000 client.py:261(__init__)
       12    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
        1    0.000    0.000    0.000    0.000 css_parser.py:313(SpecialPseudoPattern)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
       26    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
      497    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        4    0.000    0.000    0.000    0.000 cookies.py:521(cookiejar_from_dict)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        1    0.000    0.000    0.000    0.000 typing.py:1519(__getitem__)
        5    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        1    0.000    0.000    0.000    0.000 response.py:209(_get_decoder)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:291(PurePath)
        1    0.000    0.000    0.000    0.000 sessions.py:794(close)
       14    0.000    0.000    0.000    0.000 __init__.py:811(__init__)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
        1    0.000    0.000    0.000    0.000 response.py:117(__init__)
        2    0.000    0.000    0.000    0.000 feedparser.py:182(close)
        4    0.000    0.000    0.000    0.000 utils.py:838(select_proxy)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       24    0.000    0.000    0.000    0.000 <frozen os>:680(__getitem__)
       54    0.000    0.000    0.000    0.000 enum.py:785(__delattr__)
        4    0.000    0.000    0.000    0.000 response.py:635(release_conn)
    54/33    0.000    0.000    0.000    0.000 typing.py:1573(__hash__)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
      334    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 wait.py:82(_have_working_poll)
        1    0.000    0.000    0.000    0.000 socket.py:500(close)
        7    0.000    0.000    0.000    0.000 contextlib.py:132(__enter__)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      187    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 models.py:588(prepare_auth)
      159    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      191    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
      332    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        2    0.000    0.000    0.000    0.000 client.py:430(close)
        1    0.000    0.000    0.000    0.000 __init__.py:659(FastPath)
       54    0.000    0.000    0.000    0.000 utils.py:52(_has_surrogates)
        1    0.000    0.000    0.000    0.000 utils.py:1018(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 typing.py:1533(__getitem_inner__)
        2    0.000    0.000    0.000    0.000 message.py:483(items)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        2    0.000    0.000    0.000    0.000 models.py:658(__init__)
        7    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        2    0.000    0.000    0.000    0.000 queue.py:154(get)
        2    0.000    0.000    0.000    0.000 adapters.py:202(__init__)
        1    0.000    0.000    0.000    0.000 element.py:144(PageElement)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       44    0.000    0.000    0.000    0.000 enum.py:1394(_iter_member_by_value_)
        1    0.000    0.000    0.000    0.000 connectionpool.py:1046(_new_conn)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7fe695607a60}
      134    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        2    0.000    0.000    0.000    0.000 adapters.py:536(close)
        2    0.000    0.000    0.000    0.000 connectionpool.py:296(_put_conn)
        2    0.000    0.000    0.000    0.000 socket.py:304(makefile)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        4    0.000    0.000    0.000    0.000 <frozen posixpath>:256(expanduser)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
        5    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
      134    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 connection.py:84(HTTPConnection)
        3    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
       19    0.000    0.000    0.000    0.000 typing.py:2476(overload)
        6    0.000    0.000    0.000    0.000 message.py:620(get_content_maintype)
       14    0.000    0.000    0.000    0.000 <frozen _collections_abc>:811(__contains__)
        1    0.000    0.000    0.000    0.000 ssl.py:542(minimum_version)
      105    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        7    0.000    0.000    0.000    0.000 _parser.py:893(_parse_flags)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1261(__init__)
      227    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
       12    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        2    0.000    0.000    0.000    0.000 utils.py:660(requote_uri)
       40    0.000    0.000    0.000    0.000 _collections.py:302(add)
       48    0.000    0.000    0.000    0.000 _collections.py:259(__getitem__)
        2    0.000    0.000    0.000    0.000 pathlib.py:387(_parse_path)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:892(__iter__)
        3    0.000    0.000    0.000    0.000 element.py:2155(__init__)
        2    0.000    0.000    0.000    0.000 response.py:315(__init__)
        7    0.000    0.000    0.000    0.000 utils.py:345(to_key_val_list)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.000    0.000 parse.py:672(unquote)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
        2    0.000    0.000    0.000    0.000 client.py:425(_close_conn)
        2    0.000    0.000    0.000    0.000 models.py:85(path_url)
       12    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _collections.py:41(_Sentinel)
        2    0.000    0.000    0.000    0.000 ssl.py:670(verify_mode)
        5    0.000    0.000    0.000    0.000 url.py:303(_normalize_host)
       10    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       33    0.000    0.000    0.000    0.000 parse.py:119(_coerce_args)
        3    0.000    0.000    0.000    0.000 poolmanager.py:199(__init__)
        2    0.000    0.000    0.000    0.000 poolmanager.py:267(clear)
        1    0.000    0.000    0.000    0.000 typing.py:1515(copy_with)
        2    0.000    0.000    0.000    0.000 url.py:351(_encode_target)
       65    0.000    0.000    0.000    0.000 structures.py:46(__setitem__)
        1    0.000    0.000    0.000    0.000 models.py:483(prepare_headers)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        1    0.000    0.000    0.000    0.000 random.py:126(__init__)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        1    0.000    0.000    0.000    0.000 ssl.py:504(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1356(add_cookie_header)
        8    0.000    0.000    0.000    0.000 __init__.py:1428(_fixupParents)
      270    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 models.py:382(copy)
        1    0.000    0.000    0.000    0.000 utils.py:900(default_headers)
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
