URL does not exist
         394396 function calls (376828 primitive calls) in 2.525 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.001    0.000 connection.py:170(aclose)
        1    0.000    0.000    0.001    0.001 http11.py:274(has_expired)
      322    0.000    0.000    0.001    0.000 {built-in method builtins.issubclass}
       34    0.000    0.000    0.001    0.000 _util.py:84(validate)
       62    0.000    0.000    0.001    0.000 _status_codes.py:28(__new__)
      437    0.000    0.000    0.001    0.000 socket.py:79(<lambda>)
        1    0.000    0.000    0.001    0.001 futures.py:1(<module>)
       21    0.000    0.000    0.001    0.000 _readers.py:64(_decode_header_lines)
      9/8    0.000    0.000    0.001    0.000 _readers.py:157(__call__)
       45    0.000    0.000    0.001    0.000 _asyncio.py:685(__getitem__)
      290    0.001    0.000    0.001    0.000 <frozen importlib._bootstrap>:599(__init__)
        2    0.000    0.000    0.001    0.000 _asyncio.py:2708(getaddrinfo)
      896    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        3    0.000    0.000    0.001    0.000 _models.py:53(enforce_headers)
        1    0.000    0.000    0.001    0.001 __init__.py:496(DetectsXMLParsedAsHTML)
        1    0.000    0.000    0.001    0.001 _adapters.py:1(<module>)
    51/21    0.000    0.000    0.001    0.000 <frozen abc>:121(__subclasscheck__)
        2    0.000    0.000    0.001    0.000 threading.py:973(start)
       15    0.000    0.000    0.001    0.000 contextlib.py:272(contextmanager)
      439    0.000    0.000    0.001    0.000 socket.py:89(<lambda>)
        3    0.000    0.000    0.000    0.000 _headers.py:150(normalize_and_validate)
      126    0.000    0.000    0.000    0.000 ssl.py:150(<lambda>)
      117    0.000    0.000    0.000    0.000 enum.py:202(__get__)
      438    0.000    0.000    0.000    0.000 socket.py:84(<lambda>)
        2    0.000    0.000    0.000    0.000 base_events.py:894(getaddrinfo)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
      440    0.000    0.000    0.000    0.000 socket.py:94(<lambda>)
        2    0.000    0.000    0.000    0.000 _models.py:371(__init__)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
    51/21    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       32    0.000    0.000    0.000    0.000 ipaddress.py:1286(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:2149(getLogger)
        2    0.000    0.000    0.000    0.000 http11.py:254(aclose)
       27    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
       39    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 anyio.py:52(aclose)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1599(make_cookies)
        1    0.000    0.000    0.000    0.000 models.py:244(CharsetMatches)
        7    0.000    0.000    0.000    0.000 selectors.py:351(register)
        2    0.000    0.000    0.000    0.000 tls.py:193(aclose)
        1    0.000    0.000    0.000    0.000 _compression.py:1(<module>)
      442    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
      159    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        6    0.000    0.000    0.000    0.000 _asyncio.py:1824(acquire)
        1    0.000    0.000    0.000    0.000 message.py:135(Message)
      295    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
       14    0.000    0.000    0.000    0.000 hashlib.py:126(__get_openssl_constructor)
        2    0.000    0.000    0.000    0.000 _asyncio.py:1341(aclose)
       14    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
       28    0.000    0.000    0.000    0.000 enum.py:967(_get_mixins_)
      290    0.000    0.000    0.000    0.000 _virtualenv.py:52(find_spec)
        7    0.000    0.000    0.000    0.000 enum.py:1414(_missing_)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:1(<module>)
       16    0.000    0.000    0.000    0.000 selectors.py:69(__getitem__)
        1    0.000    0.000    0.000    0.000 _main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:849(run_in_executor)
      322    0.000    0.000    0.000    0.000 typing.py:935(__eq__)
        1    0.000    0.000    0.000    0.000 _lxml.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _legacy.py:1(<module>)
        2    0.000    0.000    0.000    0.000 threading.py:637(wait)
      303    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
       35    0.000    0.000    0.000    0.000 ipaddress.py:1651(_ip_int_from_string)
        7    0.000    0.000    0.000    0.000 selectors.py:365(unregister)
       14    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
      632    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _eventloop.py:56(AsyncBackend)
        1    0.000    0.000    0.000    0.000 _asyncio.py:356(_task_started)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
       19    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:662(spec_from_loader)
        1    0.000    0.000    0.000    0.000 trio.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _testing.py:1(<module>)
        2    0.000    0.000    0.000    0.000 http11.py:344(aclose)
       40    0.000    0.000    0.000    0.000 contextlib.py:104(__init__)
        2    0.000    0.000    0.000    0.000 _models.py:231(multi_items)
        2    0.000    0.000    0.000    0.000 base.py:1(<module>)
       25    0.000    0.000    0.000    0.000 <frozen _collections_abc>:804(get)
       23    0.000    0.000    0.000    0.000 ipaddress.py:1187(_ip_int_from_string)
        2    0.000    0.000    0.000    0.000 connection_pool.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:152(_send_request_body)
        4    0.000    0.000    0.000    0.000 _synchronization.py:198(__init__)
       76    0.000    0.000    0.000    0.000 typing_extensions.py:2976(_is_unpacked_typevartuple)
      382    0.000    0.000    0.000    0.000 _compiler.py:570(isstring)
       87    0.000    0.000    0.000    0.000 __init__.py:255(escape)
        9    0.000    0.000    0.000    0.000 typing.py:1966(__init_subclass__)
       37    0.000    0.000    0.000    0.000 typing.py:1415(__mro_entries__)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
       11    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
      135    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        4    0.000    0.000    0.000    0.000 typing.py:514(__getitem__)
       55    0.000    0.000    0.000    0.000 ipaddress.py:533(_split_addr_prefix)
        1    0.000    0.000    0.000    0.000 selector_events.py:779(__init__)
        2    0.000    0.000    0.000    0.000 _asyncio.py:776(__aexit__)
        3    0.000    0.000    0.000    0.000 __init__.py:179(sub)
        9    0.000    0.000    0.000    0.000 {method 'set_result' of '_asyncio.Future' objects}
        3    0.000    0.000    0.000    0.000 threading.py:323(wait)
        1    0.000    0.000    0.000    0.000 _models.py:516(__init__)
      443    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        1    0.000    0.000    0.000    0.000 inspect.py:1915(getcoroutinestate)
       30    0.000    0.000    0.000    0.000 inspect.py:2001(_signature_get_user_defined_method)
        2    0.000    0.000    0.000    0.000 base_events.py:838(call_soon_threadsafe)
      126    0.000    0.000    0.000    0.000 ssl.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        4    0.000    0.000    0.000    0.000 typing.py:746(Literal)
        1    0.000    0.000    0.000    0.000 request.py:297(request_host)
        8    0.000    0.000    0.000    0.000 _trace.py:12(__init__)
       31    0.000    0.000    0.000    0.000 inspect.py:2712(__init__)
      296    0.000    0.000    0.000    0.000 dataclasses.py:461(<genexpr>)
        1    0.000    0.000    0.000    0.000 intranges.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _decoders.py:95(decode)
       67    0.000    0.000    0.000    0.000 base_events.py:734(time)
        6    0.000    0.000    0.000    0.000 _asyncio.py:2384(cancel_shielded_checkpoint)
        1    0.000    0.000    0.000    0.000 thread.py:164(submit)
        2    0.000    0.000    0.000    0.000 http11.py:238(_response_closed)
        1    0.000    0.000    0.000    0.000 _events.py:137(__init__)
        1    0.000    0.000    0.000    0.000 _headers.py:75(Headers)
        2    0.000    0.000    0.000    0.000 interfaces.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:110(_close_self_pipe)
       34    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
      236    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
       10    0.000    0.000    0.000    0.000 typing.py:1194(__instancecheck__)
       28    0.000    0.000    0.000    0.000 enum.py:1008(_find_data_type_)
        2    0.000    0.000    0.000    0.000 functools.py:904(wrapper)
        3    0.000    0.000    0.000    0.000 threading.py:424(notify_all)
      726    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
      675    0.000    0.000    0.000    0.000 typing.py:1246(<genexpr>)
       13    0.000    0.000    0.000    0.000 events.py:155(cancel)
       16    0.000    0.000    0.000    0.000 _weakrefset.py:39(_remove)
     1226    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
       13    0.000    0.000    0.000    0.000 events.py:111(__init__)
       14    0.000    0.000    0.000    0.000 enum.py:1035(_find_new_)
        2    0.000    0.000    0.000    0.000 threading.py:616(set)
      941    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       14    0.000    0.000    0.000    0.000 css_parser.py:449(__init__)
        1    0.000    0.000    0.000    0.000 _models.py:441(_prepare)
        2    0.000    0.000    0.000    0.000 {method 'decompress' of 'zlib.Decompress' objects}
        1    0.000    0.000    0.000    0.000 parse.py:374(urlparse)
       86    0.000    0.000    0.000    0.000 _parser.py:304(checkgroupname)
       81    0.000    0.000    0.000    0.000 typing.py:2310(get_origin)
       97    0.000    0.000    0.000    0.000 _models.py:166(encoding)
        5    0.000    0.000    0.000    0.000 _urlparse.py:497(quote)
        4    0.000    0.000    0.000    0.000 _asyncio.py:1221(data_received)
      191    0.000    0.000    0.000    0.000 _parser.py:953(fix_flags)
        4    0.000    0.000    0.000    0.000 threading.py:394(notify)
      121    0.000    0.000    0.000    0.000 dataclasses.py:857(_set_qualname)
      190    0.000    0.000    0.000    0.000 enum.py:467(<genexpr>)
      172    0.000    0.000    0.000    0.000 enum.py:70(_is_internal_class)
       84    0.000    0.000    0.000    0.000 <frozen abc>:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 quoprimime.py:1(<module>)
      126    0.000    0.000    0.000    0.000 ssl.py:125(<lambda>)
        8    0.000    0.000    0.000    0.000 _connection.py:330(_respond_to_state_changes)
       38    0.000    0.000    0.000    0.000 message.py:421(__setitem__)
      101    0.000    0.000    0.000    0.000 {built-in method _asyncio.current_task}
        1    0.000    0.000    0.000    0.000 models.py:11(CharsetMatch)
      636    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 selector_events.py:141(_write_to_self)
        2    0.000    0.000    0.000    0.000 tls.py:210(send)
        2    0.000    0.000    0.000    0.000 selector_events.py:129(_read_from_self)
       10    0.000    0.000    0.000    0.000 typing.py:1465(__subclasscheck__)
      142    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.000    0.000 css_parser.py:667(parse_pseudo_nth)
      126    0.000    0.000    0.000    0.000 ssl.py:135(<lambda>)
        1    0.000    0.000    0.000    0.000 _base.py:537(set_result)
       15    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
       23    0.000    0.000    0.000    0.000 enum.py:1404(_iter_member_by_def_)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
       15    0.000    0.000    0.000    0.000 locks.py:199(wait)
        2    0.000    0.000    0.000    0.000 _subprocesses.py:1(<module>)
        4    0.000    0.000    0.000    0.000 functools.py:852(register)
        4    0.000    0.000    0.000    0.000 socket.py:500(close)
      126    0.000    0.000    0.000    0.000 ssl.py:140(<lambda>)
      122    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
      126    0.000    0.000    0.000    0.000 ssl.py:145(<lambda>)
        6    0.000    0.000    0.000    0.000 typing.py:2786(<genexpr>)
       90    0.000    0.000    0.000    0.000 _models.py:19(enforce_bytes)
        8    0.000    0.000    0.000    0.000 _synchronization.py:22(current_async_library)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
       10    0.000    0.000    0.000    0.000 locks.py:181(set)
        1    0.000    0.000    0.000    0.000 selector_events.py:679(_sock_write_done)
        2    0.000    0.000    0.000    0.000 functools.py:818(dispatch)
       47    0.000    0.000    0.000    0.000 weakref.py:414(__getitem__)
        1    0.000    0.000    0.000    0.000 thread.py:69(_worker)
      103    0.000    0.000    0.000    0.000 {built-in method builtins.all}
      311    0.000    0.000    0.000    0.000 enum.py:241(__set_name__)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:2734(deprecated)
        9    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       34    0.000    0.000    0.000    0.000 selector_events.py:750(_process_events)
       22    0.000    0.000    0.000    0.000 util.py:16(lower)
        4    0.000    0.000    0.000    0.000 _synchronization.py:210(__enter__)
        1    0.000    0.000    0.000    0.000 _client.py:239(_get_proxy_map)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
       88    0.000    0.000    0.000    0.000 ipaddress.py:1213(_parse_octet)
       21    0.000    0.000    0.000    0.000 inspect.py:2998(__init__)
       13    0.000    0.000    0.000    0.000 _compiler.py:391(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 calendar.py:58(Month)
      191    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        2    0.000    0.000    0.000    0.000 _asyncio.py:917(start_soon)
        1    0.000    0.000    0.000    0.000 selector_events.py:369(remove_writer)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        4    0.000    0.000    0.000    0.000 socket.py:496(_real_close)
        9    0.000    0.000    0.000    0.000 _connection.py:308(_get_io_object)
        1    0.000    0.000    0.000    0.000 __init__.py:100(CompleteDirs)
       62    0.000    0.000    0.000    0.000 __init__.py:26(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:944(SSLSocket)
      171    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 struct.py:1(<module>)
       10    0.000    0.000    0.000    0.000 inspect.py:2095(_signature_bound_method)
       87    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        2    0.000    0.000    0.000    0.000 http11.py:36(HTTPConnectionState)
        2    0.000    0.000    0.000    0.000 selector_events.py:331(_remove_writer)
        2    0.000    0.000    0.000    0.000 threading.py:882(__init__)
        7    0.000    0.000    0.000    0.000 _state.py:275(process_event)
        1    0.000    0.000    0.000    0.000 ssl.py:415(Purpose)
        1    0.000    0.000    0.000    0.000 _utils.py:30(get_environment_proxies)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http11.py:47(__init__)
       35    0.000    0.000    0.000    0.000 dataclasses.py:437(_tuple_str)
      190    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 parse.py:452(urlsplit)
       27    0.000    0.000    0.000    0.000 dataclasses.py:428(_fields_in_init_order)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(<module>)
        5    0.000    0.000    0.000    0.000 __init__.py:219(finditer)
        2    0.000    0.000    0.000    0.000 _asyncio.py:830(_spawn)
        6    0.000    0.000    0.000    0.000 _models.py:284(__getitem__)
        1    0.000    0.000    0.000    0.000 thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selector_events.py:1207(close)
        1    0.000    0.000    0.000    0.000 abc.py:62(Traversable)
        7    0.000    0.000    0.000    0.000 {method 'register' of 'select.epoll' objects}
        7    0.000    0.000    0.000    0.000 {method 'unregister' of 'select.epoll' objects}
       55    0.000    0.000    0.000    0.000 ipaddress.py:156(_split_optional_netmask)
      172    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       20    0.000    0.000    0.000    0.000 inspect.py:1816(getattr_static)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _readers.py:148(ChunkedReader)
        1    0.000    0.000    0.000    0.000 _models.py:699(_get_content_decoder)
        1    0.000    0.000    0.000    0.000 selector_events.py:315(_add_writer)
        9    0.000    0.000    0.000    0.000 typing.py:1841(__init__)
        2    0.000    0.000    0.000    0.000 _synchronization.py:59(setup)
        1    0.000    0.000    0.000    0.000 ssl.py:804(_create)
        1    0.000    0.000    0.000    0.000 {method 'get' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 request.py:2505(getproxies_environment)
       10    0.000    0.000    0.000    0.000 __init__.py:1790(isEnabledFor)
       18    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        1    0.000    0.000    0.000    0.000 _urls.py:374(__str__)
      134    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 selector_events.py:867(close)
        7    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        9    0.000    0.000    0.000    0.000 base_events.py:552(_asyncgen_firstiter_hook)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:579(__new__)
        4    0.000    0.000    0.000    0.000 {function socket.close at 0x7ff5bd5b9ee0}
        1    0.000    0.000    0.000    0.000 functools.py:774(_find_impl)
        1    0.000    0.000    0.000    0.000 selector_events.py:683(_sock_connect_cb)
        1    0.000    0.000    0.000    0.000 runners.py:197(_cancel_all_tasks)
        4    0.000    0.000    0.000    0.000 typing_extensions.py:432(__init__)
        1    0.000    0.000    0.000    0.000 heapq.py:1(<module>)
    66/59    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.000    0.000 _config.py:1(<module>)
       51    0.000    0.000    0.000    0.000 _compiler.py:407(_generate_overlap_table)
       19    0.000    0.000    0.000    0.000 socket.py:100(_intenum_converter)
       57    0.000    0.000    0.000    0.000 functools.py:65(wraps)
       28    0.000    0.000    0.000    0.000 typing.py:2476(overload)
       63    0.000    0.000    0.000    0.000 dataclasses.py:404(field)
        1    0.000    0.000    0.000    0.000 ssl.py:783(SSLObject)
       51    0.000    0.000    0.000    0.000 dataclasses.py:489(_field_init)
        1    0.000    0.000    0.000    0.000 functools.py:732(_compose_mro)
        1    0.000    0.000    0.000    0.000 tasks.py:43(all_tasks)
       34    0.000    0.000    0.000    0.000 ipaddress.py:1631(_make_netmask)
        4    0.000    0.000    0.000    0.000 _tasks.py:28(__new__)
        3    0.000    0.000    0.000    0.000 tasks.py:670(ensure_future)
        2    0.000    0.000    0.000    0.000 _utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _urlparse.py:200(__str__)
        4    0.000    0.000    0.000    0.000 ssl.py:399(__new__)
        3    0.000    0.000    0.000    0.000 typing.py:376(_tp_cache)
      514    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
      243    0.000    0.000    0.000    0.000 _compiler.py:31(_combine_flags)
        1    0.000    0.000    0.000    0.000 wsgi.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _typedattr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_bio' of '_ssl._SSLContext' objects}
      191    0.000    0.000    0.000    0.000 _parser.py:77(__init__)
       70    0.000    0.000    0.000    0.000 typing.py:295(_check_generic)
        3    0.000    0.000    0.000    0.000 _asyncio.py:618(cancel)
        3    0.000    0.000    0.000    0.000 typing.py:381(decorator)
        7    0.000    0.000    0.000    0.000 selectors.py:234(register)
      424    0.000    0.000    0.000    0.000 enum.py:1185(__init__)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
        1    0.000    0.000    0.000    0.000 _utils.py:8(is_socket_readable)
        1    0.000    0.000    0.000    0.000 _types.py:106(AsyncByteStream)
        8    0.000    0.000    0.000    0.000 socket.py:516(family)
        1    0.000    0.000    0.000    0.000 _base.py:337(_invoke_callbacks)
        4    0.000    0.000    0.000    0.000 typing.py:1439(__init__)
       30    0.000    0.000    0.000    0.000 selectors.py:215(_fileobj_lookup)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
      7/1    0.000    0.000    0.000    0.000 functools.py:687(_c3_mro)
        1    0.000    0.000    0.000    0.000 thread.py:183(_adjust_thread_count)
       20    0.000    0.000    0.000    0.000 events.py:72(cancel)
      329    0.000    0.000    0.000    0.000 _compiler.py:428(_get_iscased)
        1    0.000    0.000    0.000    0.000 tempfile.py:824(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 timeouts.py:85(__aenter__)
        1    0.000    0.000    0.000    0.000 futures.py:381(_set_state)
        2    0.000    0.000    0.000    0.000 typing.py:1721(_get_protocol_attrs)
        1    0.000    0.000    0.000    0.000 pathlib.py:731(parent)
        1    0.000    0.000    0.000    0.000 futures.py:394(_call_set_state)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        1    0.000    0.000    0.000    0.000 selector_events.py:1190(_call_connection_lost)
       77    0.000    0.000    0.000    0.000 signal.py:9(<lambda>)
        4    0.000    0.000    0.000    0.000 _synchronization.py:217(__exit__)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
       20    0.000    0.000    0.000    0.000 inspect.py:1795(_check_class)
        1    0.000    0.000    0.000    0.000 ssl.py:422(SSLContext)
        2    0.000    0.000    0.000    0.000 pathlib.py:551(drive)
        1    0.000    0.000    0.000    0.000 _types.py:92(SyncByteStream)
        1    0.000    0.000    0.000    0.000 _client.py:594(Client)
       12    0.000    0.000    0.000    0.000 _asyncio.py:2353(current_time)
       14    0.000    0.000    0.000    0.000 enum.py:383(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:1079(_stop)
        1    0.000    0.000    0.000    0.000 futures.py:345(_copy_future_state)
        1    0.000    0.000    0.000    0.000 calendar.py:75(Day)
        1    0.000    0.000    0.000    0.000 _asyncio.py:2319(AsyncIOBackend)
        1    0.000    0.000    0.000    0.000 selector_events.py:1167(write_eof)
        3    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 _client.py:1307(AsyncClient)
        3    0.000    0.000    0.000    0.000 base_events.py:182(_run_until_complete_cb)
        3    0.000    0.000    0.000    0.000 __init__.py:928(__init__)
        2    0.000    0.000    0.000    0.000 message.py:529(get_all)
       21    0.000    0.000    0.000    0.000 _readers.py:43(_obsolete_line_fold)
        7    0.000    0.000    0.000    0.000 _legacy.py:15(deprecated)
       71    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        1    0.000    0.000    0.000    0.000 selector_events.py:908(_call_connection_lost)
      442    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:158(__init__)
        1    0.000    0.000    0.000    0.000 _impl.py:1(<module>)
       94    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        1    0.000    0.000    0.000    0.000 _connection.py:155(__init__)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1161(_make_netmask)
        3    0.000    0.000    0.000    0.000 _models.py:202(keys)
        1    0.000    0.000    0.000    0.000 <frozen os>:44(_get_exports_list)
      462    0.000    0.000    0.000    0.000 css_types.py:73(__hash__)
        2    0.000    0.000    0.000    0.000 functools.py:800(singledispatch)
        3    0.000    0.000    0.000    0.000 typing.py:1576(__repr__)
        2    0.000    0.000    0.000    0.000 threading.py:1043(_set_tstate_lock)
        2    0.000    0.000    0.000    0.000 trsock.py:76(getpeername)
       14    0.000    0.000    0.000    0.000 enum.py:957(_check_for_existing_members_)
        1    0.000    0.000    0.000    0.000 base_events.py:193(_set_nodelay)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       41    0.000    0.000    0.000    0.000 functools.py:479(lru_cache)
        2    0.000    0.000    0.000    0.000 pathlib.py:407(_load_parts)
        2    0.000    0.000    0.000    0.000 signal.py:56(signal)
        1    0.000    0.000    0.000    0.000 base_events.py:411(__init__)
       75    0.000    0.000    0.000    0.000 {method 'lower' of 'bytes' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       21    0.000    0.000    0.000    0.000 inspect.py:747(unwrap)
       28    0.000    0.000    0.000    0.000 typing_extensions.py:443(__setattr__)
        3    0.000    0.000    0.000    0.000 selector_events.py:260(_ensure_fd_no_transport)
        7    0.000    0.000    0.000    0.000 _state.py:318(_fire_state_triggered_transitions)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
       39    0.000    0.000    0.000    0.000 {method 'groupdict' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 _asyncio.py:1206(connection_made)
        1    0.000    0.000    0.000    0.000 pathlib.py:826(Path)
       22    0.000    0.000    0.000    0.000 typing.py:1542(<genexpr>)
       42    0.000    0.000    0.000    0.000 <frozen _collections_abc>:868(__iter__)
       21    0.000    0.000    0.000    0.000 __init__.py:234(_acquireLock)
        5    0.000    0.000    0.000    0.000 {method 'finditer' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'write' of '_ssl.MemoryBIO' objects}
       46    0.000    0.000    0.000    0.000 ipaddress.py:1755(_parse_hextet)
      119    0.000    0.000    0.000    0.000 enum.py:251(__init__)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
       98    0.000    0.000    0.000    0.000 dammit.py:134(<genexpr>)
        1    0.000    0.000    0.000    0.000 socket.py:596(socketpair)
        2    0.000    0.000    0.000    0.000 _typedattr.py:25(__init_subclass__)
        1    0.000    0.000    0.000    0.000 base_events.py:409(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
       68    0.000    0.000    0.000    0.000 typing.py:1061(<genexpr>)
       82    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 request.py:313(Request)
       12    0.000    0.000    0.000    0.000 base_events.py:447(create_future)
        7    0.000    0.000    0.000    0.000 _headers.py:205(get_comma_header)
        1    0.000    0.000    0.000    0.000 {method 'shutdown' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 abc.py:16(ResourceReader)
       21    0.000    0.000    0.000    0.000 _asyncio.py:394(__new__)
        2    0.000    0.000    0.000    0.000 trsock.py:18(family)
        1    0.000    0.000    0.000    0.000 css_match.py:79(_DocumentNav)
        1    0.000    0.000    0.000    0.000 _models.py:242(get)
        4    0.000    0.000    0.000    0.000 base_events.py:1447(_ensure_resolved)
        1    0.000    0.000    0.000    0.000 _fileio.py:209(Path)
        1    0.000    0.000    0.000    0.000 timeouts.py:129(timeout)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _receivebuffer.py:87(maybe_extract_next_line)
        1    0.000    0.000    0.000    0.000 _models.py:321(__init__)
        2    0.000    0.000    0.000    0.000 futures.py:311(_set_result_unless_cancelled)
        1    0.000    0.000    0.000    0.000 futures.py:409(wrap_future)
      7/3    0.000    0.000    0.000    0.000 typing.py:1393(__repr__)
        1    0.000    0.000    0.000    0.000 element.py:1191(Tag)
        2    0.000    0.000    0.000    0.000 _connection.py:72(_keep_alive)
      266    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:653(has_location)
       10    0.000    0.000    0.000    0.000 inspect.py:3066(replace)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:483(close)
       13    0.000    0.000    0.000    0.000 {built-in method _heapq.heappush}
